dataset_ID,date_sampled,month,day,site_ID,name,region,ownership,site_type,lake_origin,LAT_DD,LON_DD,lake_ID_num,NtoP,secchi,TEMP,COND,chl_a,TDP_P,Ordinal_date,year,site_type_num,elevation_m,FISH,DOC,TDN,NO3_N,max_depth_m,TOC,ppt_day,ppt_week,ppt_month,tmean_day,tmean_month,ppt_percent_normal,tmean_percent_normal,Max_SWE,SWE_pernorm,Difference_SnowFree,growing_season,barren2011,forest2011,shrub2011,wetland2011,snow2011,water1992to2011,barren1992to2011,forest1992to2011,shrub1992to2011,wetland1992to2011,snow1992to2011,elevRANGE,northMEAN,eastMEAN,slopeMAX,radSUM,lake_perc_area,lake_surface_area_m2,WS_area_km2,rglac_km2,rglacPCT,GRANITE_PCT,BIOTITE_GNEISS_PCT,ndepload,ndepconc,no3_nh4_load,no3_nh4_conc
NiwotLTER,7/31/2014,7,31,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,152,5,8.4,13.66,1.19,2.48,212,2014,0,3550,0,0.5,0.17,0.112,13,0.38,16.06,52.15,91.35,3.715,9.943667,1.2225048,1.061735,28.4,1.494736842,-4,38,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.95,0.025451061,0.687348405,0.700362749
NiwotLTER,9/9/2011,9,9,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,517.3,NA,8.5,14.01,0.47,0.6,252,2011,0,3561,0,0.323,0.14,0.062,13.1,0.38,0.01,27.77,52.11,3.225,9.395667,0.61677853,1.254386,29.4,1.547368421,-16,66,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,3.56,0.018869147,0.02300331,1.127314656
NiwotLTER,7/23/2015,7,23,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,296.3,NA,8.61,13.02,4.11,2.17,204,2015,0,3550,0,0.86,0.29,0.108,13,0.38,0,5.81,99.859,8.974,9.1296,1.2242441,0.9691325,21.8,1.147368421,-6,28,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,2.8,0.017488187,0.869757867,0.855646798
NiwotLTER,7/9/2015,7,9,GL1.LH,GL1,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0509611,-105.6056944,14,1685.1,5.5,8.7,49.4,19.87,0.3,190,2015,1,3425,1,0.94,0.228,0.144,7,0.57,12.96,57.19,110.862,4.909,9.112267,1.116701,1.3510102,21.8,1.147368421,-6,14,0.317286652,0,0.503282276,0,0.115973742,0,0.015317287,0,0.002188184,0,-0.01750547,280.6965332,0.037602634,0.07261477,47.06485748,227293.9978,9.8,40016.7,0.4085,0,0,0.146341463,0.56097561,2.69,0.01661126,0.895151411,0.872759734
NiwotLTER,7/28/2015,7,28,GL4.LH,GL4,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0553889,-105.6203417,15,140.1,3,8.84,12.78,3.7,2.2,209,2015,1,3550,0,0.59,0.139,0.099,13,0.38,0,4.77,92.967,11.835001,9.1992,1.2242441,0.9691325,21.8,1.147368421,-6,33,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,2.8,0.017488187,0.869757867,0.855646798
NiwotLTER,8/7/2014,8,7,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,190.7,4,8.95,14.91,1.34,2.79,219,2014,0,3550,0,0.53,0.24,0.141,13,0.38,0,5.81,90.44,9.26,9.385833,1.2225048,1.061735,28.4,1.494736842,-4,45,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.95,0.025451061,0.687348405,0.700362749
NiwotLTER,7/24/2014,7,24,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,128.7,NA,9.1,12.21,2.54,3.1,205,2014,0,3550,0,0.49,0.18,0.099,13,0.38,0.72,0.72,41.62,12.855,9.701833,1.2225048,1.061735,28.4,1.494736842,-4,31,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.95,0.025451061,0.687348405,0.700362749
NiwotLTER,7/7/2016,7,7,GL1.LH,GL1,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0509611,-105.6056944,14,248.3,4.5,9.12,50.1,13.77,1.5,189,2016,1,3425,1,1.09,0.168,0.117,7,0.57,0,17.566,42.273,11.105,10.064834,0.4618754,1.5164984,21.6,1.136842105,3,22,0.317286652,0,0.503282276,0,0.115973742,0,0.015317287,0,0.002188184,0,-0.01750547,280.6965332,0.037602634,0.07261477,47.06485748,227293.9978,9.8,40016.7,0.4085,0,0,0.146341463,0.56097561,3.62,0.023374653,0.682674136,0.68657099
NiwotLTER,7/30/2013,7,30,GL4.LH,GL4,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0553889,-105.6203417,15,265.5,3.3,9.2,16.31,5.2,1.67,211,2013,1,3561,0,0.616,0.2,0.142,13.1,0.38,1.83,19.09,110.86,6.98,9.759,1.48354295,1.0303353,19.6,1.031578947,6,47,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.73,0.026327987,0.698886892,0.696129787
NiwotLTER,8/13/2013,8,13,GL4.LH,GL4,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0553889,-105.6203417,15,259.3,4,9.2,17.47,6.2,2.48,225,2013,1,3561,0,2.524,0.29,0.107,13.1,0.38,13.17,25.82,90.85,7.015,9.1415,1.48354295,1.0303353,19.6,1.031578947,6,61,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.73,0.026327987,0.698886892,0.696129787
NiwotLTER,7/22/2014,7,22,GL1.LH,GL1,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0509611,-105.6056944,14,173.9,4,9.3,43.5,0.06,1.9,203,2014,1,3425,1,0.85,0.149,0.07,7,0.57,0,15.05,41.69,12.599999,9.296667,1.2225048,1.061735,28.4,1.494736842,-4,29,0.317286652,0,0.503282276,0,0.115973742,0,0.015317287,0,0.002188184,0,-0.01750547,280.6965332,0.037602634,0.07261477,47.06485748,227293.9978,9.8,40016.7,0.4085,0,0,0.146341463,0.56097561,5.92,0.025289783,0.688456406,0.689587938
NiwotLTER,8/20/2013,8,20,GL4.LH,GL4,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0553889,-105.6203417,15,271.1,5.8,9.3,18.24,6.5,2.29,232,2013,1,3561,0,1.717,0.28,0.122,13.1,0.38,0,7.54,65.09,11.605,9.200333,1.14416105,1.1064327,19.6,1.031578947,6,68,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.73,0.026327987,0.698886892,0.696129787
NiwotLTER,8/13/2013,8,13,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,87.2,4,9.3,17.32,3,4.83,225,2013,0,3561,0,1.175,0.19,0.1,13.1,0.38,13.17,25.82,90.85,7.015,9.1415,1.48354295,1.0303353,19.6,1.031578947,6,61,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.73,0.026327987,0.698886892,0.696129787
NiwotLTER,8/5/2014,8,5,GL1.LH,GL1,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0509611,-105.6056944,14,91.5,4,9.35,44.2,0.06,3.1,217,2014,1,3425,1,0.87,0.128,0.051,7,0.57,2.71,46.22,91.59,8.9,9.613333,1.2225048,1.061735,28.4,1.494736842,-4,43,0.317286652,0,0.503282276,0,0.115973742,0,0.015317287,0,0.002188184,0,-0.01750547,280.6965332,0.037602634,0.07261477,47.06485748,227293.9978,9.8,40016.7,0.4085,0,0,0.146341463,0.56097561,5.92,0.025289783,0.688456406,0.689587938
NiwotLTER,7/26/2016,7,26,GL4.LH,GL4,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0553889,-105.6203417,15,246.4,2.3,9.43,13.54,13.09,0.9,208,2016,1,3550,0,0.52,0.1,0.056,13,0.38,0,6.887,27.709,12.718,11.150434,0.3599947,1.1651942,21.6,1.136842105,3,41,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,3.72,0.023374653,0.690816496,0.68657099
NiwotLTER,7/28/2015,7,28,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,204.4,3,9.46,13.21,2.71,2.17,209,2015,0,3550,0,0.81,0.2,0.094,13,0.38,0,4.77,92.967,11.835001,9.1992,1.2242441,0.9691325,21.8,1.147368421,-6,33,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,2.8,0.017488187,0.869757867,0.855646798
NiwotLTER,7/24/2008,7,24,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,119.3,NA,9.5,15.66,15.4,4.09,206,2008,0,3561,0,0.648,0.22,0.148,13.1,0.38,9.02,12.73,24.97,11.645,10.192,0.40420123,1.1357104,18.2,0.957894737,-5,31,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,3.19,0.020320645,1.277816276,1.290957106
NiwotLTER,7/9/2015,7,9,GL1.LS,GL1,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0509611,-105.6056944,14,1072.8,5.5,9.6,47.3,12.93,0.62,190,2015,0,3425,1,1.4,0.3,0.154,7,0.57,12.96,57.19,110.862,4.909,9.112267,1.116701,1.3510102,21.8,1.147368421,-6,14,0.317286652,0,0.503282276,0,0.115973742,0,0.015317287,0,0.002188184,0,-0.01750547,280.6965332,0.037602634,0.07261477,47.06485748,227293.9978,9.8,40016.7,0.4085,0,0,0.146341463,0.56097561,2.69,0.01661126,0.895151411,0.872759734
NiwotLTER,8/21/2014,8,21,GL4.LH,GL4,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0553889,-105.6203417,15,249.8,5.5,9.6,16.05,1.43,1.5,233,2014,1,3550,0,0.57,0.169,0.089,13,0.38,0,10.71,80.45,8.785,9.084333,0.7883221,0.9192982,28.4,1.494736842,-4,59,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.95,0.025451061,0.687348405,0.700362749
NiwotLTER,7/29/2014,7,29,GL1.LH,GL1,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0509611,-105.6056944,14,112.4,NA,9.6,43.8,0.08,2.8,210,2014,1,3425,1,0.82,0.142,0.064,7,0.57,3.27,10.83,49.31,9.389999,10.240167,1.2225048,1.061735,28.4,1.494736842,-4,36,0.317286652,0,0.503282276,0,0.115973742,0,0.015317287,0,0.002188184,0,-0.01750547,280.6965332,0.037602634,0.07261477,47.06485748,227293.9978,9.8,40016.7,0.4085,0,0,0.146341463,0.56097561,5.92,0.025289783,0.688456406,0.689587938
NiwotLTER,8/6/2015,8,6,GL4.LH,GL4,Green Lakes Valley,City of Boulder Watershed,hypolimnion,NATURAL,40.0553889,-105.6203417,15,58.1,4.5,9.66,13,5.77,3.7,218,2015,1,3550,0,0.62,0.097,0.067,13,0.38,0,1.09,55.17,11.795001,9.287867,1.2242441,0.9691325,21.8,1.147368421,-6,42,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,2.8,0.017488187,0.869757867,0.855646798
NiwotLTER,7/30/2013,7,30,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,234.6,3.3,9.7,16.28,0.96,1.89,211,2013,0,3561,0,0.564,0.2,0.135,13.1,0.38,1.83,19.09,110.86,6.98,9.759,1.48354295,1.0303353,19.6,1.031578947,6,47,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.73,0.026327987,0.698886892,0.696129787
NiwotLTER,8/21/2014,8,21,GL4.LS,GL4,Green Lakes Valley,City of Boulder Watershed,surface,NATURAL,40.0553889,-105.6203417,15,173.7,NA,9.7,15.94,1.75,2.17,233,2014,0,3550,0,0.88,0.17,0.093,13,0.38,0,10.71,80.45,8.785,9.084333,0.7883221,0.9192982,28.4,1.494736842,-4,59,0.60375051,0,0.066041582,0.002853649,0.316754994,0.001630656,0.023644517,0,0,0,-0.025275173,520.6628418,0.026883813,0.007687487,67.24014282,205694.3704,1.87,41311.8,2.20791,0.03495,0.01582945,0.3,0.695238095,5.95,0.025451061,0.687348405,0.700362749
